1395960978561,87.0,78.0,73.0,64.0,69.0,39.0,42.0,500.0
1395960980636,87.0,78.0,70.0,64.0,63.0,45.0,49.0,500.0
1395960982541,87.0,78.0,70.0,64.0,63.0,45.0,49.0,500.0
1395960984653,87.0,75.0,68.0,64.0,64.0,50.0,49.0,76.0
1395960986624,500.0,77.0,99.0,70.0,65.0,42.0,48.0,76.0
1395960988591,500.0,77.0,63.0,69.0,65.0,40.0,49.0,76.0
1395960990664,500.0,86.0,64.0,69.0,69.0,48.0,50.0,500.0
1395960992664,500.0,86.0,70.0,72.0,69.0,44.0,47.0,500.0
1395960994655,500.0,77.0,70.0,72.0,69.0,45.0,49.0,500.0
1395960996681,83.0,78.0,70.0,72.0,72.0,45.0,50.0,500.0
1395960998633,83.0,78.0,500.0,71.0,72.0,41.0,43.0,82.0
1395961000681,83.0,71.0,500.0,66.0,65.0,42.0,47.0,77.0
1395961002622,500.0,71.0,66.0,66.0,69.0,40.0,46.0,77.0
1395961004637,500.0,74.0,68.0,64.0,69.0,43.0,80.0,77.0
1395961006667,500.0,74.0,71.0,67.0,102.0,40.0,46.0,500.0
1395961008643,500.0,74.0,71.0,67.0,67.0,38.0,46.0,500.0
1395961010654,500.0,72.0,69.0,67.0,68.0,37.0,47.0,500.0
1395961012668,500.0,72.0,69.0,69.0,66.0,43.0,44.0,500.0
1395961014624,500.0,72.0,78.0,69.0,66.0,71.0,44.0,500.0
1395961016672,500.0,500.0,67.0,69.0,66.0,39.0,75.0,500.0
1395961018628,500.0,71.0,78.0,69.0,68.0,80.0,58.0,500.0
1395961020650,500.0,73.0,78.0,65.0,68.0,40.0,43.0,500.0
1395961022601,500.0,73.0,78.0,65.0,70.0,42.0,45.0,500.0
1395961024631,500.0,73.0,500.0,65.0,70.0,38.0,49.0,500.0
1395961026676,500.0,500.0,500.0,68.0,66.0,44.0,48.0,500.0
1395961028678,500.0,500.0,62.0,68.0,65.0,40.0,49.0,80.0
1395961030624,500.0,500.0,64.0,68.0,69.0,44.0,48.0,80.0
1395961032690,500.0,500.0,64.0,500.0,63.0,47.0,43.0,80.0
1395961034653,500.0,79.0,64.0,66.0,68.0,45.0,49.0,500.0
1395961036646,500.0,79.0,64.0,66.0,66.0,76.0,47.0,500.0
1395961038653,500.0,76.0,64.0,66.0,67.0,40.0,48.0,500.0
1395961040664,500.0,79.0,64.0,500.0,67.0,81.0,48.0,500.0
1395961042668,500.0,79.0,64.0,500.0,67.0,38.0,48.0,500.0
1395961044672,500.0,75.0,66.0,500.0,67.0,44.0,49.0,500.0
1395961046643,500.0,75.0,66.0,69.0,65.0,41.0,51.0,500.0
1395961048671,500.0,75.0,66.0,69.0,71.0,42.0,48.0,500.0
1395961050638,500.0,500.0,67.0,69.0,68.0,41.0,50.0,500.0
1395961052616,500.0,76.0,67.0,500.0,72.0,41.0,49.0,500.0
1395961054655,500.0,99.0,65.0,65.0,68.0,45.0,50.0,500.0
1395961056610,500.0,99.0,65.0,79.0,68.0,45.0,47.0,500.0
1395961058655,500.0,99.0,65.0,79.0,70.0,46.0,49.0,500.0
1395961060663,500.0,77.0,66.0,71.0,68.0,45.0,51.0,500.0
1395961062625,500.0,82.0,66.0,71.0,69.0,45.0,50.0,500.0
1395961064670,500.0,82.0,66.0,66.0,67.0,44.0,53.0,500.0
1395961066639,500.0,82.0,89.0,69.0,67.0,47.0,47.0,500.0
1395961068666,500.0,76.0,89.0,65.0,67.0,43.0,50.0,500.0
1395961070663,85.0,76.0,89.0,64.0,500.0,45.0,46.0,500.0
1395961072608,93.0,79.0,500.0,70.0,500.0,48.0,50.0,500.0
