1395960093499,58.0,53.0,44.0,500.0,42.0,68.0,500.0,500.0
1395960095592,61.0,52.0,43.0,59.0,48.0,72.0,500.0,500.0
1395960097558,61.0,47.0,40.0,59.0,49.0,67.0,500.0,500.0
1395960099631,61.0,50.0,44.0,59.0,49.0,67.0,500.0,500.0
1395960101596,500.0,48.0,44.0,57.0,84.0,72.0,76.0,71.0
1395960103585,500.0,48.0,72.0,59.0,45.0,72.0,76.0,71.0
1395960112318,500.0,48.0,72.0,59.0,45.0,72.0,76.0,71.0
1395960112640,500.0,48.0,72.0,59.0,45.0,72.0,76.0,71.0
1395960112810,500.0,48.0,72.0,59.0,45.0,72.0,76.0,71.0
1395960113499,500.0,48.0,72.0,59.0,45.0,72.0,76.0,71.0
1395960112125,500.0,48.0,72.0,59.0,45.0,72.0,76.0,71.0
1395960115566,500.0,50.0,43.0,58.0,49.0,500.0,500.0,500.0
1395960117507,500.0,50.0,43.0,58.0,49.0,500.0,500.0,500.0
1395960119594,64.0,50.0,38.0,58.0,68.0,67.0,500.0,500.0
1395960135008,61.0,50.0,39.0,56.0,75.0,67.0,71.0,500.0
1395960135325,61.0,50.0,39.0,56.0,75.0,67.0,71.0,500.0
1395960135425,61.0,50.0,39.0,56.0,75.0,67.0,71.0,500.0
1395960135154,61.0,50.0,39.0,56.0,75.0,67.0,71.0,500.0
1395960135612,61.0,50.0,39.0,56.0,75.0,67.0,71.0,500.0
1395960135699,61.0,50.0,39.0,56.0,75.0,67.0,71.0,500.0
1395960135940,61.0,50.0,39.0,56.0,75.0,67.0,71.0,500.0
1395960136251,61.0,50.0,39.0,56.0,75.0,67.0,71.0,500.0
1395960137570,61.0,52.0,42.0,56.0,51.0,66.0,71.0,500.0
1395960139528,61.0,52.0,42.0,56.0,51.0,66.0,71.0,500.0
1395960141628,61.0,52.0,41.0,57.0,52.0,66.0,500.0,70.0
1395960143567,59.0,51.0,43.0,56.0,46.0,68.0,500.0,70.0
1395960145606,59.0,51.0,40.0,56.0,51.0,55.0,71.0,70.0
1395960147615,59.0,51.0,40.0,56.0,51.0,70.0,71.0,500.0
1395960149621,58.0,51.0,39.0,57.0,51.0,70.0,71.0,500.0
1395960151576,58.0,51.0,45.0,57.0,51.0,70.0,500.0,500.0
1395960153582,72.0,51.0,42.0,57.0,46.0,69.0,500.0,500.0
1395960155609,58.0,50.0,44.0,57.0,46.0,64.0,76.0,500.0
1395960157610,58.0,50.0,79.0,57.0,46.0,64.0,76.0,500.0
1395960159597,59.0,50.0,43.0,57.0,44.0,64.0,76.0,500.0
