1395959963838,57.0,36.0,56.0,66.0,54.0,500.0,500.0,500.0
1395959965899,57.0,34.0,56.0,59.0,59.0,67.0,500.0,66.0
1395959967827,57.0,34.0,56.0,59.0,59.0,67.0,500.0,66.0
1395959969880,54.0,38.0,57.0,64.0,59.0,67.0,500.0,66.0
1395959971913,54.0,42.0,57.0,65.0,58.0,500.0,500.0,70.0
1395959973858,54.0,76.0,57.0,65.0,62.0,500.0,500.0,70.0
1395959975890,54.0,76.0,500.0,63.0,62.0,500.0,500.0,70.0
1395959977955,55.0,36.0,500.0,62.0,59.0,500.0,500.0,63.0
1395959979924,54.0,36.0,500.0,62.0,63.0,500.0,500.0,67.0
1395959981905,54.0,36.0,500.0,62.0,61.0,500.0,500.0,67.0
1395959983917,54.0,84.0,58.0,63.0,62.0,500.0,500.0,64.0
1395959985869,54.0,35.0,58.0,65.0,54.0,500.0,500.0,64.0
1395959987902,57.0,34.0,55.0,59.0,57.0,500.0,500.0,64.0
1395959989895,53.0,39.0,63.0,63.0,58.0,500.0,500.0,69.0
1395959991875,58.0,37.0,90.0,63.0,57.0,500.0,500.0,69.0
1395959993919,58.0,37.0,90.0,61.0,57.0,500.0,500.0,67.0
1395959995925,60.0,35.0,59.0,61.0,57.0,500.0,500.0,60.0
1395959997887,60.0,36.0,59.0,61.0,61.0,500.0,500.0,60.0
1395959999932,57.0,37.0,59.0,62.0,63.0,500.0,500.0,72.0
1395960001944,74.0,68.0,500.0,61.0,62.0,500.0,500.0,67.0
1395960003881,56.0,38.0,500.0,62.0,62.0,500.0,500.0,67.0
1395960005921,56.0,76.0,60.0,62.0,62.0,500.0,500.0,67.0
1395960007886,54.0,36.0,60.0,59.0,60.0,500.0,500.0,62.0
1395960009920,55.0,35.0,59.0,59.0,62.0,500.0,500.0,61.0
1395960011862,54.0,34.0,58.0,59.0,56.0,500.0,500.0,61.0
1395960013896,54.0,93.0,59.0,500.0,57.0,500.0,500.0,67.0
1395960015931,53.0,37.0,58.0,60.0,59.0,500.0,500.0,66.0
1395960017942,55.0,36.0,62.0,60.0,58.0,500.0,500.0,65.0
1395960019908,56.0,36.0,60.0,60.0,57.0,500.0,500.0,65.0
1395960021969,55.0,37.0,59.0,60.0,57.0,500.0,500.0,63.0
1395960023941,59.0,38.0,60.0,57.0,57.0,500.0,500.0,63.0
1395960025928,53.0,39.0,60.0,57.0,83.0,500.0,500.0,62.0
1395960027925,54.0,80.0,56.0,61.0,60.0,500.0,500.0,62.0
1395960029913,53.0,78.0,59.0,59.0,60.0,500.0,500.0,66.0
