1395960873899,86.0,75.0,69.0,500.0,63.0,42.0,52.0,500.0
1395960875985,86.0,75.0,69.0,75.0,84.0,39.0,60.0,500.0
1395960877896,86.0,75.0,69.0,75.0,84.0,39.0,60.0,500.0
1395960880001,86.0,75.0,69.0,75.0,65.0,43.0,59.0,500.0
1395960882006,500.0,500.0,500.0,73.0,64.0,44.0,60.0,500.0
1395960883957,500.0,500.0,500.0,73.0,60.0,48.0,63.0,500.0
1395960886044,500.0,500.0,500.0,73.0,63.0,48.0,60.0,500.0
1395960888003,83.0,500.0,500.0,73.0,63.0,39.0,60.0,82.0
1395960890005,82.0,75.0,66.0,75.0,62.0,39.0,63.0,82.0
1395960892003,82.0,75.0,90.0,75.0,61.0,49.0,62.0,82.0
1395960894019,82.0,75.0,70.0,70.0,67.0,48.0,61.0,500.0
1395960896029,500.0,79.0,66.0,70.0,63.0,41.0,61.0,500.0
1395960898013,86.0,80.0,69.0,78.0,64.0,48.0,59.0,500.0
1395960899982,86.0,79.0,67.0,83.0,64.0,38.0,59.0,500.0
1395960902030,86.0,82.0,67.0,83.0,64.0,40.0,58.0,500.0
1395960903925,86.0,82.0,67.0,83.0,64.0,40.0,58.0,500.0
1395960905996,500.0,82.0,500.0,500.0,64.0,45.0,62.0,500.0
1395960907968,500.0,86.0,500.0,76.0,58.0,38.0,57.0,500.0
1395960910014,500.0,86.0,500.0,76.0,62.0,38.0,60.0,75.0
1395960912043,500.0,86.0,500.0,72.0,60.0,35.0,54.0,75.0
1395960913915,500.0,86.0,500.0,72.0,60.0,35.0,54.0,75.0
1395960915994,500.0,500.0,94.0,72.0,59.0,38.0,84.0,75.0
1395960918046,500.0,500.0,94.0,71.0,63.0,37.0,84.0,77.0
1395960920007,500.0,80.0,74.0,71.0,58.0,35.0,57.0,77.0
1395960922030,500.0,76.0,68.0,72.0,57.0,35.0,58.0,77.0
1395960923990,500.0,74.0,65.0,70.0,58.0,90.0,58.0,500.0
1395960925980,500.0,74.0,71.0,72.0,59.0,34.0,54.0,500.0
1395960928045,500.0,74.0,65.0,72.0,58.0,34.0,53.0,500.0
1395960930000,500.0,500.0,67.0,71.0,56.0,34.0,56.0,500.0
1395960931983,500.0,500.0,66.0,71.0,57.0,41.0,56.0,72.0
1395960934041,500.0,78.0,64.0,71.0,57.0,35.0,56.0,72.0
1395960936045,500.0,78.0,70.0,500.0,57.0,35.0,56.0,72.0
1395960938012,500.0,78.0,90.0,70.0,56.0,74.0,56.0,500.0
1395960940018,500.0,78.0,81.0,68.0,55.0,40.0,55.0,500.0
1395960942020,500.0,78.0,81.0,76.0,55.0,44.0,54.0,500.0
1395960944026,500.0,76.0,81.0,72.0,61.0,43.0,57.0,500.0
1395960946028,500.0,75.0,500.0,66.0,62.0,36.0,59.0,500.0
