1395961457983,59.0,65.0,500.0,500.0,69.0,500.0,500.0,39.0
1395961460088,60.0,68.0,500.0,84.0,64.0,500.0,500.0,36.0
1395961462013,60.0,68.0,500.0,84.0,64.0,500.0,500.0,36.0
1395961464054,61.0,64.0,500.0,89.0,63.0,500.0,500.0,38.0
1395961466108,64.0,64.0,79.0,89.0,63.0,85.0,500.0,38.0
1395961468040,62.0,64.0,79.0,89.0,61.0,85.0,500.0,40.0
1395961470101,61.0,65.0,79.0,85.0,63.0,85.0,81.0,36.0
1395961472079,60.0,65.0,500.0,85.0,59.0,85.0,81.0,37.0
1395961474106,58.0,64.0,500.0,85.0,63.0,85.0,81.0,36.0
1395961476044,60.0,64.0,500.0,88.0,59.0,500.0,500.0,37.0
1395961480571,62.0,64.0,500.0,88.0,62.0,500.0,500.0,37.0
1395961479304,62.0,64.0,500.0,88.0,62.0,500.0,500.0,37.0
1395961482021,61.0,66.0,500.0,88.0,54.0,500.0,500.0,37.0
1395961485153,61.0,66.0,500.0,88.0,54.0,500.0,500.0,37.0
1395961485987,61.0,66.0,500.0,88.0,54.0,500.0,500.0,37.0
1395961488073,61.0,65.0,77.0,86.0,63.0,500.0,500.0,38.0
1395961489989,61.0,65.0,77.0,86.0,63.0,500.0,500.0,38.0
1395961492089,61.0,65.0,77.0,89.0,63.0,500.0,500.0,37.0
1395961494000,61.0,65.0,77.0,89.0,63.0,500.0,500.0,37.0
1395961496079,54.0,60.0,74.0,86.0,63.0,500.0,86.0,35.0
1395961498114,55.0,60.0,74.0,86.0,64.0,500.0,93.0,34.0
1395961500079,56.0,99.0,75.0,86.0,65.0,82.0,93.0,35.0
1395961502086,56.0,62.0,74.0,87.0,61.0,82.0,95.0,36.0
1395961504086,56.0,62.0,74.0,81.0,61.0,80.0,87.0,34.0
1395961506109,55.0,62.0,78.0,81.0,62.0,80.0,87.0,39.0
1395961508095,60.0,59.0,78.0,86.0,65.0,84.0,86.0,34.0
1395961510076,58.0,62.0,78.0,86.0,62.0,84.0,86.0,34.0
1395961512124,64.0,62.0,500.0,89.0,62.0,84.0,87.0,34.0
1395961514075,55.0,64.0,81.0,89.0,60.0,84.0,87.0,39.0
1395961516086,55.0,59.0,81.0,85.0,60.0,84.0,93.0,74.0
1395961518109,56.0,63.0,81.0,85.0,58.0,500.0,93.0,33.0
1395961520054,58.0,63.0,500.0,85.0,58.0,500.0,93.0,33.0
1395961524079,57.0,58.0,79.0,87.0,60.0,82.0,90.0,35.0
1395961526112,53.0,60.0,79.0,87.0,61.0,82.0,90.0,34.0
1395961528119,55.0,63.0,76.0,82.0,61.0,82.0,90.0,34.0
1395961522077,57.0,58.0,500.0,500.0,60.0,500.0,500.0,33.0
1395961532094,60.0,59.0,77.0,82.0,60.0,500.0,500.0,33.0
1395961530097,60.0,60.0,76.0,82.0,61.0,500.0,500.0,34.0
1395961533992,60.0,59.0,77.0,82.0,60.0,500.0,500.0,33.0
