1395960415012,62.0,68.0,57.0,31.0,500.0,62.0,64.0,500.0
1395960416894,62.0,68.0,57.0,31.0,500.0,62.0,64.0,500.0
1395960420339,62.0,65.0,51.0,67.0,81.0,62.0,64.0,500.0
1395960420883,62.0,65.0,51.0,67.0,81.0,62.0,64.0,500.0
1395960422968,500.0,65.0,52.0,51.0,71.0,69.0,64.0,500.0
1395960424906,500.0,65.0,52.0,51.0,71.0,69.0,64.0,500.0
1395960426944,59.0,63.0,47.0,34.0,76.0,63.0,500.0,500.0
1395960428994,65.0,63.0,52.0,33.0,76.0,64.0,64.0,86.0
1395960430995,60.0,63.0,48.0,86.0,76.0,73.0,73.0,86.0
1395960432975,60.0,500.0,48.0,31.0,500.0,61.0,62.0,86.0
1395960435018,60.0,69.0,53.0,31.0,500.0,64.0,65.0,500.0
1395960437006,58.0,62.0,51.0,33.0,500.0,64.0,65.0,500.0
1395960438961,58.0,62.0,50.0,31.0,500.0,64.0,68.0,86.0
1395960440987,62.0,62.0,53.0,34.0,80.0,64.0,71.0,86.0
1395960442987,58.0,69.0,55.0,39.0,77.0,69.0,70.0,86.0
1395960445035,58.0,74.0,54.0,39.0,77.0,69.0,70.0,86.0
1395960447004,58.0,74.0,54.0,34.0,78.0,63.0,67.0,86.0
1395960449019,500.0,69.0,56.0,34.0,78.0,63.0,66.0,500.0
1395960450982,500.0,69.0,56.0,40.0,78.0,70.0,69.0,93.0
1395960452999,500.0,69.0,56.0,40.0,500.0,66.0,71.0,93.0
1395960454886,500.0,69.0,56.0,40.0,500.0,66.0,71.0,93.0
1395960456960,500.0,63.0,53.0,34.0,500.0,66.0,71.0,93.0
1395960458900,500.0,63.0,53.0,34.0,500.0,66.0,71.0,93.0
1395960460979,57.0,63.0,53.0,34.0,75.0,63.0,500.0,500.0
1395960462893,57.0,63.0,53.0,34.0,75.0,63.0,500.0,500.0
1395960465004,55.0,67.0,50.0,30.0,74.0,60.0,66.0,500.0
1395960466887,55.0,67.0,50.0,30.0,74.0,60.0,66.0,500.0
1395960468991,54.0,65.0,51.0,77.0,81.0,60.0,66.0,500.0
1395960471019,84.0,65.0,49.0,68.0,76.0,63.0,64.0,500.0
1395960472953,55.0,65.0,49.0,76.0,76.0,63.0,64.0,500.0
1395960474964,69.0,66.0,78.0,28.0,78.0,64.0,65.0,86.0
1395960476998,56.0,68.0,52.0,30.0,78.0,72.0,65.0,86.0
1395960479023,84.0,66.0,53.0,35.0,80.0,72.0,62.0,86.0
1395960481013,62.0,71.0,50.0,29.0,80.0,58.0,68.0,500.0
